S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency ID
7,AJAY KUMAR,Rashtriya Jansambhavna Party,8256,54,8310,0.78,S0425
8,PRIYADARSHEE DINKAR,Independent,7892,12,7904,0.74,S0425
9,DINANATH CHANDRAVANSHI,Independent,6142,20,6162,0.58,S0425
10,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806,43,2849,0.27,S0425
11,ASIF IMAM,Aadarsh Mithila Party,2434,9,2443,0.23,S0425
12,KANCHAN MALA,Hindustan People's Party (Democratic),1478,28,1506,0.14,S0425
13,NOTA,None of the Above,31056,55,31111,2.93,S0425
1,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,45.83,S2522
2,DR. ANIRBAN GANGULY,Bharatiya Janata Party,457307,2391,459698,29.35,S2522
3,SRIJAN BHATTACHARYYA,Communist Party of India  (Marxist),256951,1761,258712,16.52,S2522
4,NUR ALAM KHAN,All India Secular Front,83291,71,83362,5.32,S2522
5,RANJIT KUMAR MANDAL,Independent,13021,9,13030,0.83,S2522
6,HOSEN GAZI,Independent,4925,2,4927,0.31,S2522
7,SANDIP NATH,Bahujan Samaj Party,4434,28,4462,0.28,S2522
8,KALPANA NASKAR DATTA,Socialist Unity Centre Of India (COMMUNIST),4416,35,4451,0.28,S2522
9,BALARAM MANDAL,Independent,2829,6,2835,0.18,S2522
10,TANUSHREE MONDAL,Independent,2419,8,2427,0.15,S2522
11,SHANKAR MANDAL,Independent,1439,3,1442,0.09,S2522
12,SRI GOPAN SARDAR,Mulnibasi Party of India,1366,7,1373,0.09,S2522
13,PURNIMA DEBNATH,Independent,1301,24,1325,0.08,S2522
14,CHANDRACHUR GOSWAMI,Independent,1112,2,1114,0.07,S2522
15,ARUN SARKAR,Independent,1107,3,1110,0.07,S2522
16,DIPAK SARDAR,Independent,924,3,927,0.06,S2522
17,NOTA,None of the Above,7316,99,7415,0.47,S2522
1,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,S1331
2,YAMINI YASHWANT JADHAV,Shiv Sena,341291,1691,342982,44.36,S1331
3,AFZAL S. DAWOODANI,Vanchit Bahujan  Aaghadi,5575,37,5612,0.73,S1331
4,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4440,38,4478,0.58,S1331
5,ARVIND NARAYAN SAWANT,Independent,3065,25,3090,0.4,S1331
6,MOHD. NAEEM SHAIKH,Aim Political Party,1709,6,1715,0.22,S1331
7,SABEEHA KHAN,Independent,1678,16,1694,0.22,S1331
8,GOHIL MANISHA SHIVRAM,Independent,1032,13,1045,0.14,S1331
9,SHANKAR SONAWANE,Independent,854,8,862,0.11,S1331
10,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,784,3,787,0.1,S1331
11,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,563,4,567,0.07,S1331
12,PRASHANT PRAKASH GHADGE,Independent,487,3,490,0.06,S1331
13,MOHAMMED MAHTAB SHAIKH,Independent,455,3,458,0.06,S1331
14,MATEEN AHMED RANGREJ,Independent,265,2,267,0.03,S1331
15,NOTA,None of the Above,13290,121,13411,1.73,S1331
1,E. TUKARAM,Indian National Congress,729581,1264,730845,52.58,S109
2,B. SREERAMULU,Bharatiya Janata Party,629813,2040,631853,45.46,S109
3,VALMIKI KRISHNAPPA,Bahujan Samaj Party,5901,10,5911,0.43,S109
4,C. CHANNAVEERA,Karnataka Rashtra Samithi,3794,3,3797,0.27,S109
5,CONDUCTOR PAMPAPATHI,Independent,2458,2,2460,0.18,S109
6,VEERESH,Independent,1862,8,1870,0.13,S109
7,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST),1739,2,1741,0.13,S109
8,MANJUNATHA GOSAL,Prahar Janshakti Party,1319,3,1322,0.1,S109
9,ARUN.S.HIREHAL,Independent,1281,1,1282,0.09,S109
10,G. SWAMY,Navabharath Sena,940,4,944,0.07,S109
11,NOTA,None of the Above,7871,18,7889,0.57,S109
1,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,58.6,S282
2,GANESH GODIYAL,Indian National Congress,262692,5964,268656,36.43,S282
3,SONU KUMAR,Independent,4803,19,4822,0.65,S282
4,ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182,379,4561,0.62,S282
5,DHEER SINGH,Bahujan Samaj Party,4007,115,4122,0.56,S282
6,MUKESH PRAKASH,Independent,3064,15,3079,0.42,S282
7,SURESHI DEVI,Peoples Party of India (Democratic),1472,40,1512,0.21,S282
8,DEEPENDRA SINGH NEGI,Independent,1408,232,1640,0.22,S282
9,ARJUN SINGH,Akhil Bhartiya Parivar Party,1308,70,1378,0.19,S282
10,RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168,125,1293,0.18,S282
11,DR MUKESH PANT,Sainik Samaj Party,1121,58,1179,0.16,S282
12,VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838,46,884,0.12,S282
13,SHYAMLAL,Bahujan Mukti Party,743,28,771,0.1,S282
14,NOTA,None of the Above,11224,151,11375,1.54,S282
1,ARVIND DHARMAPURI,Bharatiya Janata Party,588244,4074,592318,48.02,S294
2,JEEVANREDDY THATIPARTHI,Indian National Congress,480501,2576,483077,39.16,S294
3,GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi,101929,477,102406,8.3,S294
4,GANTA CHARITHA RAO,Independent,5707,3,5710,0.46,S294
5,YOUGENDAR GATLA,Alliance of Democratic Reforms Party,5439,14,5453,0.44,S294
6,KOTAGIRI SRINIVAS,Independent,5308,4,5312,0.43,S294
7,PUPPALA LIMBADRI,Bahujan Samaj Party,4220,43,4263,0.35,S294
8,TUTUKURU JEEVAN REDDY,Independent,4085,6,4091,0.33,S294
9,KANDELA SUMAN,Dharma Samaj Party,3842,44,3886,0.32,S294
10,GOLI. NARESH,Dalita Bahujana Party,3017,7,3024,0.25,S294
11,ARE RAJENDHAR,Independent,2906,1,2907,0.24,S294
12,KOTHAKONDA SHAKTI PRASAD,Independent,2103,3,2106,0.17,S294
13,VEMULAA VIKRAM REDDY,Independent,2073,1,2074,0.17,S294
14,GOPI CHENDRIAH,Independent,1721,2,1723,0.14,S294
15,ALI MANSOOR,Anna YSR Congress Party,1454,14,1468,0.12,S294
16,GUYYA SAIKRISHNA MURTHY,Yuga Thulasi Party,1123,6,1129,0.09,S294
17,SYED ASGAR,Independent,1046,2,1048,0.08,S294
18,MALAVAT VITHAL,Independent,919,0,919,0.07,S294
19,MOGILI RAJKUMAR,India Praja Bandhu Party,825,5,830,0.07,S294
20,RAPELLY SRINIVAS,Independent,791,2,793,0.06,S294
21,DESHABOINA LAXMINARAYANA,Independent,723,0,723,0.06,S294
22,ABBAGONI ASHOK GOUD,Bahujana Left Party,641,8,649,0.05,S294
23,DEVATHI SRINIVAS,Bahujan Mukti Party,624,12,636,0.05,S294
24,B B NAIK,Independent,581,0,581,0.05,S294
25,BHUKYA. NANDU,Vidhyarthula Rajakiya Party,574,6,580,0.05,S294
26,RAPALLY SATYANARAYANA,Independent,425,1,426,0.03,S294
27,RAGI ANIL,Independent,367,8,375,0.03,S294
28,PALAMURI SAI NIKHIL,Independent,303,4,307,0.02,S294
29,PRASHANTH KATRAJI,Independent,284,0,284,0.02,S294
30,NOTA,None of the Above,4440,43,4483,0.36,S294
1,JUGAL KISHORE,Bharatiya Janata Party,677571,10017,687588,52.8,U085
2,RAMAN BHALLA,Indian National Congress,546031,6059,552090,42.4,U085
3,JAGDISH RAJ,Bahujan Samaj Party,10253,47,10300,0.79,U085
4,SATISH POONCHI,Independent,5948,11,5959,0.46,U085
5,ANKUR SHARMA,Ekam Sanatan Bharat Dal,4268,10,4278,0.33,U085
6,NARESH KUMAR CHIB,Jammu & Kashmir National Panthers Party (Bhim),4231,12,4243,0.33,U085
7,PRINCIPAL C D SHARMA,Independent,3256,1,3257,0.25,U085
8,KARANJIT,Independent,3199,8,3207,0.25,U085
9,SHABER AHMED,Independent,3174,3,3177,0.24,U085
10,SHIKHA BANDRAL,National Awami United Party,2932,5,2937,0.23,U085
11,DR PRINCE RAINA,Independent,2863,3,2866,0.22,U085
12,RAJ KUMAR,Independent,2611,7,2618,0.2,U085
13,SURINDER SINGH,Independent,2216,10,2226,0.17,U085
14,ATUL RAINA,Independent,2063,5,2068,0.16,U085
15,RATTAN LAL,Jammu & Kashmir People Conference,1650,1,1651,0.13,U085
16,SWAMI DIVYA NAND,Jammu and Kashmir Nationalist People's Front,1618,2,1620,0.12,U085
17,PERSEEN SINGH,Independent,1587,2,1589,0.12,U085
18,NARESH KUMAR TALLA,Independent,1458,1,1459,0.11,U085
19,GANESH CHOUDHARY,Hindustan Shakti Sena,1187,3,1190,0.09,U085
20,VICKY KUMAR DOGRA,Independent,1163,2,1165,0.09,U085
21,BANSI LAL,Independent,1051,8,1059,0.08,U085
22,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc,983,1,984,0.08,U085
23,NOTA,None of the Above,4631,14,4645,0.36,U085
1,VISHNU DAYAL RAM,Bharatiya Janata Party,762290,8072,770362,55.39,S2713
2,MAMTA BHUIYAN,Rashtriya Janata Dal,473668,7887,481555,34.63,S2713
3,KAMESHWAR BAITHA,Bahujan Samaj Party,39267,733,40000,2.88,S2713
4,SANAN RAM,Lokhit Adhikar Party,17849,26,17875,1.29,S2713
5,GANESH RAVI,Independent,17669,30,17699,1.27,S2713
6,BRAJESH KUMAR TURI,Rashtriya Samanta Dal,17542,24,17566,1.26,S2713
7,VRINDA RAM,Peoples Party of India (Democratic),11205,65,11270,0.81,S2713
8,MAHENDRA BAITHA,Socialist Unity Centre Of India (COMMUNIST),5097,18,5115,0.37,S2713
9,RAM VACHAN RAM,Bahujan Mukti Party,4924,29,4953,0.36,S2713
10,NOTA,None of the Above,24226,117,24343,1.75,S2713
1,ABU TAHER KHAN,All India Trinamool Congress,681674,768,682442,44.27,S2511
2,MD SALIM,Communist Party of India  (Marxist),517733,494,518227,33.62,S2511
3,GOURI SANKAR GHOSH,Bharatiya Janata Party,291013,1018,292031,18.94,S2511
4,HABIB SAIKH,All India Secular Front,12359,11,12370,0.8,S2511
5,ASIM RAY,Bhartiya Lokmat Rashtrwadi Party,5522,12,5534,0.36,S2511
6,SAHABUDDIN MALLIK,Independent,4156,0,4156,0.27,S2511
7,RAFIKUL ISLAM,Independent,4064,1,4065,0.26,S2511
8,MAHAFUJUL ALAM,Socialist Unity Centre Of India (COMMUNIST),3423,3,3426,0.22,S2511
9,MD TAIEDUL ISLAM,Social Democratic Party Of India,3291,2,3293,0.21,S2511
10,DHANANJOY SARKAR,Independent,1535,4,1539,0.1,S2511
11,KRISHNA PROSAD BISWAS,Independent,1197,9,1206,0.08,S2511
12,NOTA,None of the Above,13249,21,13270,0.86,S2511
1,SUKHDEO BHAGAT,Indian National Congress,476112,6926,483038,49.95,S2712
2,SAMIR ORAON,Bharatiya Janata Party,339685,4215,343900,35.56,S2712
3,CHAMRA LINDA,Independent,45082,916,45998,4.76,S2712
4,MAHENDRA ORAON,Communist Party of India,16776,17,16793,1.74,S2712
5,SHANIYA ORAON,Independent,10894,17,10911,1.13,S2712
6,GIRJANANDAN URAON,Bahujan Samaj Party,9103,45,9148,0.95,S2712
7,MARIANUS TIGGA,Independent,9100,31,9131,0.94,S2712
8,STEPHAN KINDO,Independent,7594,5,7599,0.79,S2712
9,BIHARI BHAGAT,Peoples Party of India (Democratic),7558,44,7602,0.79,S2712
10,RANJEET BHAGAT,Independent,5510,17,5527,0.57,S2712
11,RAMCHANDRA BHAGAT,Lokhit Adhikar Party,4303,7,4310,0.45,S2712
12,PAWAN TIGGA,Independent,3685,28,3713,0.38,S2712
13,ARPAN DEO BHAGAT,Independent,2796,18,2814,0.29,S2712
14,ARJUN TOPPO,Independent,2706,41,2747,0.28,S2712
15,MANI MUNDA,Bhagidari Party(P),2490,20,2510,0.26,S2712
16,NOTA,None of the Above,11304,80,11384,1.18,S2712
1,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,S045
2,ARJUN RAY,Rashtriya Janata Dal,463107,1256,464363,42.45,S045
3,SAIQUA NAWAZ AZMAT,Independent,28911,1,28912,2.64,S045
4,SHYAM NANDAN KISHOR PRASAD,Independent,11173,15,11188,1.02,S045
5,BHOLA SINGH,Bahujan Samaj Party,8773,37,8810,0.81,S045
6,UPENDRA SAHANI,Rashtriya Jansambhavna Party,8446,8,8454,0.77,S045
7,CHANDRIKA PRASAD,Independent,7109,5,7114,0.65,S045
8,VINOD SAH,Independent,4477,4,4481,0.41,S045
9,KRISHNA KISHORE,Independent,3280,0,3280,0.3,S045
10,MUSHAHID RAZA,Desh Janhit Party,2190,2,2192,0.2,S045
11,UMESH KUMAR YADAV,Independent,2126,2,2128,0.19,S045
12,RAJENDRA MAHTO,Karpoori Janta Dal,1976,5,1981,0.18,S045
13,ANAND KUMAR,Independent,1787,9,1796,0.16,S045
14,ABDUL SAMAD,Independent,1439,2,1441,0.13,S045
15,NOTA,None of the Above,32102,31,32133,2.94,S045
1,SARABJEET SINGH KHALSA,Independent,296922,1140,298062,29.38,S199
2,KARAMJIT SINGH ANMOL,Aam Aadmi Party,226676,1333,228009,22.48,S199
3,AMARJIT KAUR SAHOKE,Indian National Congress,159352,1005,160357,15.81,S199
4,RAJWINDER SINGH DHARAMKOT,Shiromani Akali Dal,137776,475,138251,13.63,S199
5,HANS RAJ HANS,Bharatiya Janata Party,123007,526,123533,12.18,S199
6,GURCHARAN SINGH MANN,Communist Party of India,14935,15,14950,1.47,S199
7,GURBAKSH SINGH CHAUHAN,Bahujan Samaj Party,8129,81,8210,0.81,S199
8,AVTAR SINGH SAHOTA,Independent,4155,5,4160,0.41,S199
9,KIKKAR SINGH DHALIWAL,Independent,3514,3,3517,0.35,S199
10,KARAM SINGH MALUKA,Independent,2859,3,2862,0.28,S199
11,RUPINDER SINGH KOHARWALA,Nationalist Justice Party,2672,5,2677,0.26,S199
12,BALDEV SINGH GAGRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2367,28,2395,0.24,S199
13,NIRMAL SINGH RAJEANA,Independent,2287,2,2289,0.23,S199
14,BADAL SINGH BHALOOR,Bhartiya Rashtriya Dal,2027,1,2028,0.2,S199
15,RAJ KUMAR CHAUHAN,Independent,1958,3,1961,0.19,S199
16,OM PARKASH BANKA,Independent,1947,3,1950,0.19,S199
17,CAPTAIN BAHADUR SINGH,Independent,1632,8,1640,0.16,S199
18,MEJOR SINGH BHATTI,Jan Sewa Driver Party,1605,7,1612,0.16,S199
19,SUKHBIR SINGH BABBAL BHATTI,Rashtriya Republican Party,1526,4,1530,0.15,S199
20,GURMEET SINGH,Independent,1419,1,1420,0.14,S199
21,AMRIK SINGH,Independent,1411,3,1414,0.14,S199
22,MANPREET SHANT,Independent,1376,1,1377,0.14,S199
23,PREM LAL,Democratic Bharatiya Samaj Party,1165,0,1165,0.11,S199
24,PARGAT SINGH RAJEANA,Apna Samaj Party,1128,3,1131,0.11,S199
25,JASWANT RAI RAJORA,Independent,1042,5,1047,0.1,S199
26,DR DEV INDER GAGALANI,Republican Party of India,1035,5,1040,0.1,S199
27,PRITAM SINGH,Bahujan Mukti Party,927,12,939,0.09,S199
28,KULWANT KAUR,Sanjhi Virasat Party,785,1,786,0.08,S199
29,NOTA,None of the Above,4077,66,4143,0.41,S199
1,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,578516,5533,584049,54.67,S0613
2,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,444156,4399,448555,41.99,S0613
3,MAKADIA JAYANTILAL MALDEBHAI,Bahujan Samaj Party,7132,150,7282,0.68,S0613
4,VADHER DANSING CHINABHAI,Independent,5161,28,5189,0.49,S0613
5,DEVENDRABHAI DHANJIBHAI MOTIVARAS,Independent,2302,7,2309,0.22,S0613
6,BORICHANGAR BHAVESH DALPATRAI,Independent,1884,24,1908,0.18,S0613
7,DAKI NATHABHAI MENSIBHAI,Independent,1329,15,1344,0.13,S0613
8,ISHWAR RAMBHAI SOLANKI,Right to Recall Party,1150,21,1171,0.11,S0613
9,ALPESHKUMAR CHANDULAL TRAMBADIYA,Log Party,943,21,964,0.09,S0613
10,GORDHANBHAI MANGABHAI GOHEL,Independent,758,17,775,0.07,S0613
11,AARAB HASAM SUMRA,Independent,689,5,694,0.06,S0613
12,NOTA,None of the Above,13434,579,14013,1.31,S0613
1,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),511812,740,512552,51.19,S245
2,OM KUMAR,Bharatiya Janata Party,359751,1328,361079,36.06,S245
3,MANOJ KUMAR,Samajwadi Party,102104,270,102374,10.22,S245
4,SURENDRA PAL SINGH,Bahujan Samaj Party,13212,60,13272,1.33,S245
5,JOGENDRA,Independent,4509,9,4518,0.45,S245
6,SANJEEV KUMAR,Independent,2195,6,2201,0.22,S245
7,NOTA,None of the Above,5287,20,5307,0.53,S245
1,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,510585,2517,513102,49.2,S1820
2,BHRUGU BAXIPATRA,Biju Janata Dal,346780,846,347626,33.33,S1820
3,RASMI RANJAN PATNAIK,Indian National Congress,129096,648,129744,12.44,S1820
4,V CHANDRA SHEKHAR,Independent,8376,3,8379,0.8,S1820
5,BHASKAR CHAUDHORY,Bahujan Samaj Party,5198,13,5211,0.5,S1820
6,SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST),5121,14,5135,0.49,S1820
7,SIRIN TAMMANA,Independent,5069,9,5078,0.49,S1820
8,BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party,4190,11,4201,0.4,S1820
9,RAM SANKAR SATAPATHY,Independent,3869,2,3871,0.37,S1820
10,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,2335,8,2343,0.22,S1820
11,SANTOSH KUMAR SAHU,All India Forward Bloc,2284,7,2291,0.22,S1820
12,NOTA,None of the Above,15903,39,15942,1.53,S1820
1,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,S0421
2,SHIV CHANDRA RAM,Rashtriya Janata Dal,442553,3060,445613,38.57,S0421
3,SURENDRA KUMAR PASWAN,Independent,17241,4,17245,1.49,S0421
4,SHASHI SWARAJ,Bahujan Samaj Party,8591,88,8679,0.75,S0421
5,HARIWANSH PASWAN,Independent,7113,4,7117,0.62,S0421
6,SHAILENDRA KUMAR,Independent,6153,8,6161,0.53,S0421
7,ASHOK KUMAR,Samata Party,4701,20,4721,0.41,S0421
8,RANDHIR PASWAN,Independent,2671,4,2675,0.23,S0421
9,RAJ KUMAR PASWAN,Yuva Bihar Sena,1983,7,1990,0.17,S0421
10,DHARMENDRA KUMAR,Jantantra Awaj Party,1971,7,1978,0.17,S0421
11,MADHUSUDHAN PASWAN,Independent,1793,8,1801,0.16,S0421
12,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),1694,7,1701,0.15,S0421
13,MEGHNATH PASWAN,Independent,1680,0,1680,0.15,S0421
14,BALENDRA DAS,Janshakti Janta Dal,1308,10,1318,0.11,S0421
15,NOTA,None of the Above,36836,91,36927,3.2,S0421
1,N K PREMACHANDRAN,Revolutionary Socialist Party,437516,6112,443628,48.45,S1118
2,M MUKESH,Communist Party of India  (Marxist),288861,4465,293326,32.03,S1118
3,KRISHNAKUMAR G,Bharatiya Janata Party,160956,2254,163210,17.82,S1118
4,VIPINLAL VIDHYADHARAN,Bahujan Samaj Party,2163,31,2194,0.24,S1118
5,PREMACHANDRAN NAIR,Independent,1713,21,1734,0.19,S1118
6,GOKULAM SURESH KUMAR,Independent,1369,5,1374,0.15,S1118
7,PRADEEP KOTTARAKKARA,Bharatheeya Jawan Kisan Party,793,42,835,0.09,S1118
8,TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),689,19,708,0.08,S1118
9,JOSE SARANATH,Ambedkarite Party of India,553,6,559,0.06,S1118
10,BRO NOUSHAD  SHERIFF J,Independent,545,34,579,0.06,S1118
11,P KRISHNAMMAL,Marxist Communist Party of India (United),537,12,549,0.06,S1118
12,N JAYARAJAN,Independent,407,42,449,0.05,S1118
13,NOTA,None of the Above,6437,109,6546,0.71,S1118
1,KESINENI SIVANATH (CHINNI),Telugu Desam,784722,9432,794154,58.21,S0112
2,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,505637,6432,512069,37.53,S0112
3,BHARGAV VALLURU,Indian National Congress,23498,608,24106,1.77,S0112
4,KRISHNA KISHORE YANAMANDRA,Navataram Party,7710,168,7878,0.58,S0112
5,VENKATA ASHOK PAPPURI,Independent,6672,0,6672,0.49,S0112
6,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199,0,3199,0.23,S0112
7,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2184,49,2233,0.16,S0112
8,ANIL KUMAR MADDINENI,Independent,1240,0,1240,0.09,S0112
9,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,609,6,615,0.05,S0112
10,SYED KHAMURUNNISA,Navarang Congress Party,600,1,601,0.04,S0112
11,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,486,3,489,0.04,S0112
12,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,409,8,417,0.03,S0112
13,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),365,3,368,0.03,S0112
14,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,328,3,331,0.02,S0112
15,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),323,4,327,0.02,S0112
16,N DASARADHA RAMI REDDY,All India Jaihind Party,268,1,269,0.02,S0112
17,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,239,5,244,0.02,S0112
18,NOTA,None of the Above,9038,155,9193,0.67,S0112
1,SATISH KUMAR GAUTAM,Bharatiya Janata Party,500453,1381,501834,44.28,S2415
2,BIJENDRA SINGH,Samajwadi Party,485588,599,486187,42.9,S2415
3,HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Bahujan Samaj Party,123770,159,123929,10.93,S2415
4,GYANI RAM,Independent,3795,4,3799,0.34,S2415
5,SATISH KUMAR,Independent,3553,8,3561,0.31,S2415
6,SATISH KUMAR,Swatantra Jantaraj Party,1647,1,1648,0.15,S2415
7,MANOJ KUMAR ALIAS MANOJ LODHI,Saman Adhikar Party,1434,6,1440,0.13,S2415
8,KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Independent,1308,11,1319,0.12,S2415
9,SURENDRA,Moulik Adhikar Party,1175,3,1178,0.1,S2415
10,RAJESH KUMAR,Independent,1053,3,1056,0.09,S2415
11,DILEEP SHARMA AD.,Independent,952,3,955,0.08,S2415
12,MAHESH CHANDRA SHARMA,Independent,733,3,736,0.06,S2415
13,RAJ KUMAR,Rashtriya Shoshit Samaj Party,407,5,412,0.04,S2415
14,MANOJ KUMAR SHARMA ADVOCATE,Loktantrik Janshakti Party,371,7,378,0.03,S2415
15,NOTA,None of the Above,4916,18,4934,0.44,S2415
1,MANOHAR LAL,Bharatiya Janata Party,737282,2003,739285,54.93,S075
2,DIVYANSHU BUDHIRAJA,Indian National Congress,504437,2271,506708,37.65,S075
3,INDER SINGH,Bahujan Samaj Party,32410,98,32508,2.42,S075
4,MARATHA VIRENDER VERMA,Nationalist Congress Party – Sharadchandra Pawar,28984,167,29151,2.17,S075
5,DEVENDER KADIAN,Jannayak Janta Party,11399,68,11467,0.85,S075
6,MANOJ BANSAL,Independent,4000,4,4004,0.3,S075
7,GULSHAN KASHYAP,Independent,2987,7,2994,0.22,S075
8,ASHOK KATARIA,Samst Samaj Party,2898,6,2904,0.22,S075
9,HARJEET SINGH VIRK,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1857,9,1866,0.14,S075
10,SONIA,Independent,1846,5,1851,0.14,S075
11,MANISH,Independent,1587,0,1587,0.12,S075
12,LEENA KOHLI,Independent,1281,11,1292,0.1,S075
13,NITIN GEHLOT,Peoples Party of India (Democratic),1252,1,1253,0.09,S075
14,BALWAN SINGH,Independent,1186,2,1188,0.09,S075
15,VINEET CHOUDHARY,Bharatiya Asha Party,1018,2,1020,0.08,S075
16,ROOP SINGH,Rashtriya Garib Dal,766,3,769,0.06,S075
17,SAWAMI AGNIVESH,Independent,748,4,752,0.06,S075
18,AZAD SINGH PUNIA,Independent,703,2,705,0.05,S075
19,ASHOK KUMAR,Independent,631,2,633,0.05,S075
20,NOTA,None of the Above,3925,30,3955,0.29,S075
1,FAGGAN SINGH KULASTE,Bharatiya Janata Party,749761,1614,751375,48.93,S1214
2,OMKAR SINGH MARKAM,Indian National Congress,645759,1770,647529,42.17,S1214
3,MAHESH KUMAR WATTEE,Gondvana Gantantra Party,37686,111,37797,2.46,S1214
4,INDAR SINGH UIKEY,Bahujan Samaj Party,16587,30,16617,1.08,S1214
5,CHANDRA SINGH KUSHRAM,Bhartiya Shakti Chetna Party,15533,25,15558,1.01,S1214
6,SITAR MARKAM,Independent,10365,10,10375,0.68,S1214
7,RAKESH SINGH THAKUR,Independent,10340,6,10346,0.67,S1214
8,DR. BHAW SINGH TEKAM,Independent,6393,8,6401,0.42,S1214
9,CHARAN SINGH DHURWEY,Bharat Adivasi Party,4269,18,4287,0.28,S1214
10,ADVOCATE-DEV SINGH KUMRE,Independent,4205,12,4217,0.27,S1214
11,GHUR SINGH SALLAM,Independent,3959,12,3971,0.26,S1214
12,KALIYA BAI KAKODIA,Independent,2990,11,3001,0.2,S1214
13,ASHOK SARAIYA,Independent,2717,10,2727,0.18,S1214
14,RAMKUMAR INWATI [ADVOCATE],Smart Indians Party,2499,11,2510,0.16,S1214
15,NOTA,None of the Above,18887,34,18921,1.23,S1214
1,MANISH TEWARI,Indian National Congress,216350,307,216657,48.22,U021
2,SANJAY TANDON,Bharatiya Janata Party,213770,383,214153,47.67,U021
3,RITU SINGH,Bahujan Samaj Party,6697,11,6708,1.49,U021
4,LAKHVIR SINGH ALIAS KOTLA,Independent,2625,1,2626,0.58,U021
5,DEEPANSHU SHARMA,Akhil Bhartiya Parivar Party,1066,2,1068,0.24,U021
6,EX-ASSISTANT COMMANDANT RANPREET SINGH,Independent,1051,3,1054,0.23,U021
7,VINOD KUMAR,Independent,683,0,683,0.15,U021
8,SUNIL THAMAN,Haryana Jansena Party,576,1,577,0.13,U021
9,BALJEET SINGH ALIAS LADDI,Independent,434,2,436,0.1,U021
10,SUNIL KUMAR,Independent,321,0,321,0.07,U021
11,PARTAP SINGH RANA,Independent,306,1,307,0.07,U021
12,MAHANT RAVI KANT MUNI,Independent,295,0,295,0.07,U021
13,VIVEK SHARMA,Independent,294,0,294,0.07,U021
14,PIAR CHAND ALIAS KOUNDAL,Independent,253,2,255,0.06,U021
15,KISHOR KUMAR ALIAS BANTI BHAIYA,Independent,239,0,239,0.05,U021
16,RAJINDER KAUR,Sainik Samaj Party,215,2,217,0.05,U021
17,RAJ PRINCE SINGH,Super Power India Party,205,0,205,0.05,U021
18,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,Independent,154,0,154,0.03,U021
19,KULDIP RAI ALIAS HAPPY SOOD MORINDA,Independent,114,0,114,0.03,U021
20,NOTA,None of the Above,2900,12,2912,0.65,U021
1,ADV. DEAN KURIAKOSE,Indian National Congress,427129,5243,432372,51.43,S1113
2,ADV. JOICE GEORGE,Communist Party of India  (Marxist),295975,2670,298645,35.53,S1113
3,ADV. SANGEETHA VISWANATHAN,Bharath Dharma Jana Sena,90663,660,91323,10.86,S1113
4,ADV. RUSSEL JOY,Bahujan Samaj Party,4397,40,4437,0.53,S1113
